她的男朋友是个记者,tā de nán péngyǒu shìgè jìzhě,Her boyfriend is a reporter,HSK 4,23
我将来想成为一名演员,wǒ jiānglái xiǎng chéngwéi yī míng yǎnyuán,I want to become an actor in the future,HSK 4,23
尽管她不喜欢这份工作; 但是为了生活; 她还是坚持做了下去,jǐnguǎn tā bù xǐhuān zhè fèn gōngzuò; dànshì wèile shēnghuó; tā háishì jiānchí zuòle xiàqù,Even though she doesn't like her job; she still keeps at it to be able to make a living,HSK 4,23
中国经济发展得很快,zhōngguó jīngjì fāzhǎn dé hěn kuài,The Chinese economy is growing fast,HSK 4,23
他换了很多工作; 因为他也不知道自己究竟想做什么,tā huànle hěnduō gōngzuò; yīnwèi tā yě bù zhīdào zìjǐ jiùjìng xiǎng zuò shénme,He changed jobs frequently because he doesn't know what he actually wants to do,HSK 4,23
我的头发太长了; 这周末我一定要去理发。,wǒ de tóufǎ tài zhǎngle; zhè zhōumò wǒ yīdìng yào qù lǐfǎ.,My hair is too long; this weekend I definitely have to go and get it cut,HSK 4,23
公司现在缺少一名律师,gōngsī xiànzài quēshǎo yī míng lǜshī,The company is currently lacking a lawyer,HSK 4,23
售货员的工作很辛苦,shòuhuòyuán de gōngzuò hěn xīnkǔ,Being a shop assistant is hard work,HSK 4,24
售货员的收入并不高,shòuhuòyuán de shōurù bìng bù gāo,Shop assistants don't earn much,HSK 4,24
她通过了面试; 得到了那份工作。,tā tōngguòle miànshì; dédàole nà fèn gōngzuò.,She passed the interview stage and got the job.,HSK 4,24
他不仅是一位科学家; 同时也是一位艺术家,tā bùjǐn shì yī wèi kēxuéjiā; tóngshí yěshì yī wèi yìshùjiā,He's not just a scientist but also an artist,HSK 4,24
她是一位有名的中国演员,tā shì yī wèi yǒumíng de zhōngguó yǎnyuán,She is a famous Chinese actress,HSK 4,24
艺术来自生活,yìshù láizì shēnghuó,Art is based on life,HSK 4,24
他是一位非常优秀的演员,tā shì yī wèi fēicháng yōuxiù de yǎnyuán,He's an outstanding actor,HSK 4,24
你最喜欢的职业是什么,nǐ zuì xǐhuān de zhíyè shì shénme,What's your favourite job?,HSK 4,24
他去年开了家饭店; 赚了很多钱。,tā qùnián kāile jiā fàndiàn; zhuànle hěnduō qián.,He opened a restaurant last year and earned a lot of money,HSK 4,24
今年的失业人数是去年的两倍,jīnnián de shīyè rénshù shì qùnián de liǎng bèi,The number of unemployed people this year is double the number of last year,HSK 4,24
她以后想当明星,tā yǐhòu xiǎng dāng míngxīng,She wants to become a celebrity,HSK 4,24
她邀请爸爸妈妈来参加她的毕业典礼,tā yāoqǐng bàba māmā lái cānjiā tā de bìyè diǎnlǐ,She invites her parents to attend her graduation ceremony,HSK 4,25
请填写这张表格,qǐng tiánxiě zhè zhāng biǎogé,Please fill out this form,HSK 4,25
她成功申请到了去北京大学学习的机会; 并且拿到了奖学金,Tā chénggōng shēnqǐng dàole qù běijīng dàxué xuéxí de jīhuì; bìngqiě ná dàole jiǎngxuéjīn,She successfully applied for a chance to go study at Beijing University and even got a scholarship,HSK 4,25
今年暑假; 她拿到了博士学位。,jīnnián shǔjià; tā ná dàole bóshì xuéwèi.,She finished her PhD this summer,HSK 4,25
请把你的作业传真给我吧,qǐng bǎ nǐ de zuòyè chuánzhēn gěi wǒ ba,Please fax me your homework,HSK 4,25
你明天把这些材料送给张老师,Nǐ míngtiān bǎ zhèxiē cáiliào sòng gěi zhāng lǎoshī,Give those documents to Mr/Mrs Zhang tomorrow,HSK 4,25
你这么做; 不符合学校规定,nǐ zhème zuò; bù fúhé xuéxiào guīdìng,Doing this like this would not be in line with the school regulations,HSK 4,25
我要努力才能赶上其他同学,wǒ yào nǔlì cáinéng gǎn shàng qítā tóngxué,I need to work hard to be able to catch up with my classmates,HSK 4,25
她从来没有后悔放弃了出国留学的机会,Tā cónglái méiyǒu hòuhuǐ fàngqìle chūguó liúxué de jīhuì,She never regretted not going abroad for studying,HSK 4,25
这道题的答案我也不知道,zhè dào tí de dá'àn wǒ yě bù zhīdào,I don't know the answer to this question either,HSK 4,25
我的笔掉到桌子底下了,wǒ de bǐ diào dào zhuōzi dǐxiale,My pen fell under the table,HSK 4,26
她是我们学校最年轻的教授,Tā shì wǒmen xuéxiào zuì niánqīng de jiàoshòu,She is the youngest professor at our school,HSK 4,26
一个人在国外上学; 他经历了很多事情,Yīgè rén zài guówài shàngxué; tā jīnglìle hěnduō shìqíng,A person studying abroad is experiencing a lot,HSK 4,26
谁还没有领到材料; 请举手,shéi hái méiyǒu lǐng dào cáiliào; qǐng jǔ shǒu,Who hasn't received the material yet? Please raise your hand!,HSK 4,26
今天上课的内容太难了,jīntiān shàngkè de nèiróng tài nánle,The content of today's class was too difficult,HSK 4,26
请把这些数字从小到大排列,qǐng bǎ zhèxiē shùzì cóngxiǎo dào dà páiliè,Please put these numbers in order; starting with the smallest,HSK 4,26
那位教授想写一篇关于中国饮食的文章,nà wèi jiàoshòu xiǎng xiě yī piān guānyú zhōngguó yǐnshí de wénzhāng,This professor wants to write an article about Chinese cuisine,HSK 4,26
她想申请去美国读大学,Tā xiǎng shēnqǐng qù měiguó dú dàxué,She wants to apply to study in America,HSK 4,26
这可以使学生知道学习汉语多么有意思,zhè kěyǐ shǐ xuéshēng zhīdào xuéxí hànyǔ duōme yǒuyìsi,This can make students understand how interesting studying Mandarin can be,HSK 4,26
他获得了硕士学位,tā huòdéle shuòshì xuéwèi,He has finished his Master,HSK 4,26
新老师说话的速度太快了; 我什么也没听懂,xīn lǎoshī shuōhuà de sùdù tài kuàile; wǒ shénme yě méi tīng dǒng,The new teacher talks too quick; I can't understand anything,HSK 4,27
老师应该鼓励学生多提问题,lǎoshī yīnggāi gǔlì xuéshēng duō tí wèntí,The teacher should encourage the students to ask more questions,HSK 4,27
请你通知一下别的同学; 明天不上课,qǐng nǐ tōngzhī yīxià bié de tóngxué; míngtiān bù shàngkè,Please let the other students know that tomorrow's class will be cancelled,HSK 4,27
我的橡皮找不着了,wǒ de xiàngpí zhǎo bùzháole,I can't find my eraser,HSK 4,27
新学期开始了; 我打算好好学习,Xīn xuéqí kāishǐle; wǒ dǎsuàn hǎo hào xuéxí,The new term has started; I plan to study diligently,HSK 4,27
你回家好好研究一下这个字怎么用,Nǐ huí jiā hǎohǎo yánjiū yīxià zhège zì zěnme yòng,Go home and research how to use this word properly,HSK 4,27
请打开书第四页,qǐng dǎkāi shū dì sì yè,Please open the book on page 4,HSK 4,27
那个教授的课很有趣,nàgè jiàoshòu de kè hěn yǒuqù,This professor's classes are very special,HSK 4,27
明天老师要讲新课; 我准备今天晚上预习一下,míngtiān lǎoshī yào jiǎng xīn kè; wǒ zhǔnbèi jīntiān wǎnshàng yùxí yīxià,Tomorrow our teacher will start with a new lesson; I intend to preview that this evening,HSK 4,27
知识就是力量,Zhīshì jiùshì lìliàng,Knowledge is power,HSK 4,27
你的答案是正确的,nǐ de dá'àn shì zhèngquè de,Your answer is correct,HSK 4,27
他去过很多国家; 比如法国、意大利,tā qùguò hěnduō guójiā; bǐrú fàguó; yìdàlì,He has been to many countries; two examples are France and Italy,HSK 4,28
咱们定好下次见面的地点吧,zánmen dìnghǎo xià cì jiànmiàn dì dìdiǎn ba,Let's fix the place to meet next time,HSK 4,28
地球是我们大家的母亲; 我们要保护她,dìqiú shì wǒmen dàjiā de mǔqīn; wǒmen yào bǎohù tā,We have to protect mother earth,HSK 4,28
这是一场非常精彩的比赛,Zhè shì yī chǎng fēicháng jīngcǎi de bǐsài,This is a very exciting competition,HSK 4,28
她家住在郊区,tā jiāzhù zài jiāoqū,Her family lives in the suburbs,HSK 4,28
公司周日举办舞会; 你参加吗？,gōngsī zhōu rì jǔbàn wǔhuì; nǐ cānjiā ma?,The company is hosting a ball on Sunday; do you come?,HSK 4,28
昨天的演出很精彩; 可惜你没去,zuótiān de yǎnchū hěn jīngcǎi; kěxí nǐ méi qù,Yesterday's performance was amazing; what a pity you didn't go,HSK 4,28
我们班的同学来自世界各地,wǒmen bān de tóngxué láizì shìjiè gèdì,My classmates come from all over the world,HSK 4,28
这个停车场满了; 我们去别处看看吧,zhège tíngchē chǎng mǎnle; wǒmen qù biéchù kàn kàn ba,This parking lot is full; let's go and try somewhere else,HSK 4,28
中国有56个民族,Zhōngguó yǒu 56 gè mínzú,China has 56 minority groups,HSK 4,28
按照规定; 您的狗不可以带进这家酒店,ànzhào guīdìng; nín de gǒu bù kěyǐ dài jìn zhè jiā jiǔdiàn,According to our rules; your dog is not allowed into this hotel,HSK 4,28
办公室内不准吸烟,Bàngōngshì nèi bù zhǔn xīyān,It is not allowed to smoke in the office,HSK 4,29
这座桥叫什么名字？,Zhè zuò qiáo jiào shénme míngzì?,What's the name of that bridge?,HSK 4,29
向左走30米就是公园的入口了,xiàng zuǒ zǒu 30 mǐ jiùshì gōngyuán de rùkǒule,Walk 30 meters towards the left; then you will get to the entrance of the park,HSK 4,29
北京市是中国的首都,běijīng shì shì zhōngguó de shǒudū,Beijing is the capital of China,HSK 4,29
请问; 卫生间在哪儿？,Qǐngwèn; wèishēngjiān zài nǎ'er?,Excuse me; where is the bathroom?,HSK 4,29
亚洲最长的河流是长江,yàzhōu zuì zhǎng de héliú shì chángjiāng,Yangtse river is Asia's longest river,HSK 4,29
请问; 邮局周末休息吗？,qǐngwèn; yóujú zhōumò xiūxí ma?,Excuse me; is the post office open on the weekend?,HSK 4,29
来中国以前; 他不知道真正的中国是什么样子。,lái zhōngguó yǐqián; tā bù zhīdào zhēnzhèng de zhōngguó shì shénme yàngzi.,Before I came to China; I did not know what the real China was like.,HSK 4,29
北京是一座有名的城市,běijīng shì yīzuò yǒumíng de chéngshì,Beijing is a famous city,HSK 4,29
明天我要去西班牙大使馆申请签证,míngtiān wǒ yào qù xībānyá dàshǐ guǎn shēnqǐng qiānzhèng,Tomorrow I want to go to the Spanish embassy to apply for a visa,HSK 4,29
老虎生活在森林里,Lǎohǔ shēnghuó zài sēnlín lǐ,Tigers live in forests,HSK 4,29
家长要教育孩子做一个诚实的人,jiāzhǎng yào jiàoyù háizi zuò yīgè chéngshí de rén,Parents should raise their kids to become upright people,HSK 4,30
昨天我妹妹出生了,zuótiān wǒ mèimei chūshēngle,My sister was born yesterday,HSK 4,30
他弟弟和他差不多高,Tā dìdì hé tā chàbùduō gāo,His little brother and he himself are almost equally tall,HSK 4,30
对于我来说; 家庭是最重要的,duìyú wǒ lái shuō; jiātíng shì zuì zhòngyào de,For me; family comes first,HSK 4,30
6月1日是儿童节,6 yuè 1 rì shì értóng jié,The first of June is children's day,HSK 4,30
他的父亲只是一个普通的农民,tā de fùqīn zhǐshì yīgè pǔtōng de nóngmín,Your dad is just a normal farmer,HSK 4,30
我不敢回家告诉我爸爸妈妈,Wǒ bù gǎn huí jiā gàosù wǒ bàba māmā,I don't dare to go home and tell my father and mother,HSK 4,30
她和她爸爸的感情很好,tā hé tā bàba de gǎnqíng hěn hǎo,She gets along well with her dad,HSK 4,31
她有一个十分活泼的妹妹,tā yǒu yīgè shífēn huópō de mèimei,She has a very active little sister,HSK 4,31
很多父母不知道如何教育孩子,hěnduō fùmǔ bù zhīdào rúhé jiàoyù háizi,A lot of parents don't know how to educate their kids,HSK 4,31
妈妈对女儿说：“别总是照镜子; 快点儿学习”,māmā duì nǚ'ér shuō:“Bié zǒng shì zhào jìngzi; kuài diǎn er xuéxí”,Mum is telling her daughter: Don't always look at the mirror; concentrate on studying,HSK 4,31
他拉着儿子的手; 一起去公园玩,tā lā zhāo er zi de shǒu; yīqǐ qù gōngyuán wán,He took his son's hand and went to the park with him to play,HSK 4,31
黄河是中国的母亲河,huánghé shì zhōngguó de mǔqīn hé,The Yellow River is the Mother River of China,HSK 4,31
他有三个孙子; 两个孙女,tā yǒusān gè sūnzi; liǎng gè sūnnǚ,He has 3 grandsons and 2 granddaughters,HSK 4,31
在中国; 孩子结婚后和父母一起住是很正常的事。,Zài zhōngguó; hái zǐ jiéhūn hòu hé fùmǔ yīqǐ zhù shì hěn zhèngcháng de shì.,It is quite common for children to keep on living with their parents after they are married.,HSK 4,31
她的回答让老板感到很吃惊,tā de huídá ràng lǎobǎn gǎndào hěn chījīng,Her reply caught the boss by surprise,HSK 4,32
我太笨了,wǒ tài bènle,I'm simply too stupid,HSK 4,32
他是一个粗心的人; 总是丢东西,tā shì yīgè cūxīn de rén; zǒng shì diū dōngxī,He is a very careless person; he is always losing stuff,HSK 4,32
对不起; 我犯了一个错误,duìbùqǐ; wǒ fànle yīgè cuòwù,Sorry; I made a mistake,HSK 4,32
你别得意; 下次我一定会做得比你好,nǐ bié déyì; xià cì wǒ yīdìng huì zuò dé bǐ nǐ hǎo,Don't be too happy with yourself; next time I'll definitely be better than you,HSK 4,32
每个人都有自己的烦恼,Měi gèrén dōu yǒu zìjǐ de fánnǎo,Every person has their own problems,HSK 4,32
你敢不敢？,nǐ gǎn bù gǎn?,Are you brave enough?,HSK 4,32
那个演员的演出太精彩了了; 我感动得哭了,nàgè yǎnyuán de yǎnchū tài jīngcǎiliǎoliǎo; wǒ gǎndòng dé kūle,The actor’s performance was too good; I was so moved; I started crying,HSK 4,32
别害羞; 告诉大家你的想法,Bié hàixiū; gàosù dàjiā nǐ de xiǎngfǎ,Don't be shy; tell us your idea,HSK 4,32
我太激动了; 忘了自我介绍,wǒ tài jīdòngle; wàngle zìwǒ jièshào,I'm too excited; so I forgot to introduce myself,HSK 4,32
如何才能让生活过得精彩,rúhé cáinéng ràng shēnghuóguò dé jīngcǎi,How can you make your life wonderful,HSK 4,33
没想到; 她竟然是我们公司的老板,méi xiǎngdào; tā jìngrán shì wǒmen gōngsī de lǎobǎn,I didn't expect him to be the boss of our company,HSK 4,33
他生病了; 没有人照顾; 很可怜,tā shēngbìngle; méiyǒu rén zhàogù; hěn kělián,He is sick; but has nobody to take care of him; poor guy,HSK 4,33
明天我恐怕没有时间; 以后再说吧,Míngtiān wǒ kǒngpà méiyǒu shíjiān; yǐhòu zàishuō ba,I'm afraid I don't have time tomorrow; let's talk again afterwards,HSK 4,33
昨天晚上12点才睡; 现在真困,zuótiān wǎnshàng 12 diǎn cái shuì; xiànzài zhēn kùn,I fell asleep at 12 yesterday; today I'm really tired,HSK 4,33
越是在关键时刻; 越不能着急; 越应该冷静,yuè shì zài guānjiàn shíkè; yuè bùnéng zhāojí; yuè yīnggāi lěngjìng,The closer you get to the critical moment; the more you shouldn't rush but rather be calm,HSK 4,33
新来的老板脾气不太好; 经常发火,Xīn lái de lǎobǎn píqì bù tài hǎo; jīngcháng fāhuǒ,The new boss has bad temper; he/she often loses it,HSK 4,33
每个人都有自己的优点; 也有自己的缺点,Měi gèrén dōu yǒu zìjǐ de yōudiǎn; yěyǒu zìjǐ de quēdiǎn,Every person has his/her good and bad sides,HSK 4,33
他最喜欢深蓝色,tā zuì xǐhuān shēnlán sè,I like dark blue best,HSK 4,33
人的生命只有一次,rén de shēngmìng zhǐyǒu yīcì,You only live once,HSK 4,33
你最讨厌什么？,nǐ zuì tǎoyàn shénme?,What do you dislike the most?,HSK 4,34
他是一个很有同情心的人,Tā shì yīgè hěn yǒu tóngqíng xīn de rén,He is very compassionate,HSK 4,34
周末一个人在家; 很无聊,zhōumò yīgè rén zàijiā; hěn wúliáo,I'm alone at home this weekend; very boring,HSK 4,34
这道菜闻起来真香,Zhè dào cài wén qǐlái zhēnxiāng,This dish smells amazing,HSK 4,34
她最近心情不太好,tā zuìjìn xīnqíng bù tài hǎo,Her mood hasn't been great recently,HSK 4,34
比赛马上就要开始了; 观众们都很兴奋,bǐsài mǎshàng jiù yào kāishǐle; guānzhòngmen dōu hěn xīngfèn,The competition is about to start; the audience is very excited,HSK 4,34
她觉得自己的生活很幸福,tā juédé zìjǐ de shēnghuó hěn xìngfú,She thinks her life is quite satisfying,HSK 4,34
老板对他的第一印象很好,lǎobǎn duì tā de dì yī yìnxiàng hěn hǎo,Her first impression on the boss was good,HSK 4,34
他是一个幽默的人,Tā shì yīgè yōumò de rén,He has great humour,HSK 4,34
她外表看起来很自然; 但是心里十分紧张,tā wàibiǎo kàn qǐlái hěn zìrán; dànshì xīnlǐ shífēn jǐnzhāng,She's looking calm on the outside; but inside she's very nervous,HSK 4,34
她总是缺乏自信,tā zǒng shì quēfá zìxìn,She's always lacking self-confidence,HSK 4,34
我当时不知道他的女朋友也学习汉语,wǒ dāngshí bù zhīdào tā de nǚ péngyǒu yě xuéxí hànyǔ,I didn't know at that time that his girlfriend also studies Mandarin,HSK 4,35
我估计明天7点左右能到,wǒ gūjì míngtiān 7 diǎn zuǒyòu néng dào,I'll probably be there tomorrow around 7,HSK 4,35
你要把这份文件及时送到公司,nǐ yào bǎ zhè fèn wénjiàn jíshí sòng dào gōngsī,You need to deliver this document to the company on time,HSK 4,35
电影八点开始; 现在7点四十; 我怕来不及了,diànyǐng bā diǎn kāishǐ; xiànzài 7 diǎn sìshí; wǒ pà láibujíle,The film starts at 8; now it's 7:40; I'm afraid that's not enough time,HSK 4,35
别着急; 时间来得及,bié zhāojí; shíjiān láidéjí,Relax; there's plenty of time left,HSK 4,35
你不要浪费时间,nǐ bùyào làngfèi shíjiān,Don't waste time,HSK 4,35
他每个礼拜天都会去爬山,tā měi gè lǐbài tiān dūhuì qù páshān,Every Sunday he is going hiking,HSK 4,35
这次考试的结果不太理想,zhè cì kǎoshì de jiéguǒ bù tài lǐxiǎng,The test result isn't ideal this time,HSK 4,35
他不喜欢中国菜; 但是偶尔会陪女朋友一起去吃,tā bù xǐhuān zhōngguó cài; dànshì ǒu'ěr huì péi nǚ péngyǒu yīqǐ qù chī,He doesn't like Chinese food; but sometimes he accompanies his girlfriend to a Chinese dinner,HSK 4,35
已经八点了; 平时这个时间; 他早下班了,yǐjīng bā diǎnle; píngshí zhège shíjiān; tā zǎo xiàbānle,It's already 8; normally he has left work already at that time,HSK 4,35
他找女朋友; 首先看长相; 其次看工作,Tā zhǎo nǚ péngyǒu; shǒuxiān kàn zhǎngxiàng; qícì kàn gōngzuò,When looking for a girlfriend looks are a priority for him; next comes the job of the potential partner,HSK 4,35
明天8点开会; 你千万别忘了,míngtiān 8 diǎn kāihuì; nǐ qiān wàn bié wàngle,Don't forget the meeting at 8 tomorrow,HSK 4,36
快要春节了; 到处都很热闹,kuàiyào chūnjiéle; dàochù dōu hěn rènào,Spring festival is coming; it's getting busy everywhere,HSK 4,36
二十一世纪是科技的世纪,èrshíyī shìjì shì kējì de shìjì,The 21st century is the century of technology,HSK 4,36
二十年后; 他回到了老家; 一切还是他熟悉的样子,èrshí nián hòu; tā huí dàole lǎojiā; yīqiè háishì tā shúxī de yàngzi,After 20 years he returned home; everything was still the same,HSK 4,36
今天他不在; 你明天再来一趟吧,jīntiān tā bùzài; nǐ míngtiān zàilái yī tàng ba,He is not here today; come back tomorrow,HSK 4,36
明天的会议很重要; 你应该提前到,míngtiān de huìyì hěn zhòngyào; nǐ yīnggāi tíqián dào,The meeting tomorrow is very important. You should be there early,HSK 4,36
明天的会议推迟到后天,míngtiān de huìyì tuīchí dào hòutiān,Tomorrow's meeting was postponed to the day after tomorrow,HSK 4,36
永远到底有多远,yǒngyuǎn dàodǐ yǒu duō yuǎn,Does forever really mean forever?,HSK 4,36
他暂时还不想回国,tā zhànshí hái bùxiǎng huíguó,He doesn't want to return home for the time being,HSK 4,36
你来得正好; 我正要去找你,Nǐ láidé zhènghǎo; wǒ zhèng yào qù zhǎo nǐ,You are coming at exactly the right time; I was just going to look for you.,HSK 4,36
我们五点左右在学校见面吧,Wǒmen wǔ diǎn zuǒyòu zài xuéxiào jiànmiàn ba,Let's meet at around 5 at the school,HSK 4,36
关于这件事; 我只知道一部分情况,guānyú zhè jiàn shì; wǒ zhǐ zhīdào yībùfèn qíngkuàng,Concerning that I only know part of the story,HSK 4,37
这本小说太好看了; 我想再重新看一遍,zhè běn xiǎoshuō tài hǎokànle; wǒ xiǎng zài chóngxīn kàn yībiàn,This novel is just too good; I want to read it again,HSK 4,37
你听过京剧吗？,nǐ tīngguò jīngjù ma?,Have you seen Beijing Opera before?,HSK 4,37
晚安; 好梦,Wǎn'ān; hǎo mèng,Good night; nice dreams,HSK 4,37
现在的人们没有时间写日记了,xiànzài de rénmen méiyǒu shíjiān xiě rìjìle,Today's people have no time to write diary,HSK 4,37
演出结束之后; 她受到了大家的关注,yǎnchū jiéshù zhīhòu; tā shòudàole dàjiā de guānzhù,After the show she received everybody's praise,HSK 4,37
你喜欢看什么小说？,nǐ xǐhuān kàn shénme xiǎoshuō?,What novel do you like?,HSK 4,37
你从哪儿知道的这个消息？,Nǐ cóng nǎ'er zhīdào de zhège xiāoxī?,Where did you get that information from?,HSK 4,37
这条新闻引起了大家的关注,zhè tiáo xīnwén yǐnqǐle dàjiā de guānzhù,Everybody paid attention to this news story,HSK 4,38
他对中国文化尤其感兴趣,tā duì zhōngguó wénhuà yóuqí gǎn xìngqù,He's particularly interested in Chinese culture,HSK 4,38
她经常阅读一些关于中国历史的书,Tā jīngcháng yuèdú yīxiē guānyú zhōngguó lìshǐ de shū,She's often reading books about Chinese history,HSK 4,38
请问; 这本杂志多少钱？,qǐngwèn; zhè běn zázhì duōshǎo qián?,Excuse me; how much is this magazine?,HSK 4,38
我看了至少100本中国小说,wǒ kànle zhìshǎo 100 běn zhōngguó xiǎoshuō,I've read at least 100 Chinese novels,HSK 4,38
祝贺你; 这次演出非常成功,zhùhè nǐ; zhè cì yǎnchū fēicháng chénggōng,Congratulation; the show was a huge success,HSK 4,38
这位作家很有名,zhè wèi zuòjiā hěn yǒumíng,This author is really famous,HSK 4,38
他就是那部小说的作者,tā jiùshì nà bù xiǎoshuō de zuòzhě,He is the author of that novel,HSK 4,38
很多人并不了解法律,hěnduō rén bìng bù liǎojiě fǎlǜ,A lot of people simply don't understand the law,HSK 4,39
我也不知道这件事的过程,Wǒ yě bù zhīdào zhè jiàn shì de guòchéng,I'm not familiar with the details about that either,HSK 4,39
他不想改变国籍,tā bùxiǎng gǎibiàn guójí,He doesn't want to change his citizenship,HSK 4,39
你得和我解释一下,Nǐ dé hé wǒ jiěshì yīxià,You have to explain that to me,HSK 4,39
我相信你的判断,wǒ xiāngxìn nǐ de pànduàn,I trust your judgement,HSK 4,39
法律不允许你这样做,fǎlǜ bù yǔnxǔ nǐ zhèyàng zuò,Doing this is against the law,HSK 4,39
我想租一辆自行车,wǒ xiǎng zū yī liàng zìxíngchē,I want to rent a bike,HSK 4,39
做事情要有方法,zuò shìqíng yào yǒu fāngfǎ,You need to have an approach to tackle a problem successfully,HSK 4,40
关于这方面的问题; 请您联系我们公司的经理,guānyú zhè fāngmiàn de wèntí; qǐng nín liánxì wǒmen gōngsī de jīnglǐ,Concerning that problem; please contact our company's manager,HSK 4,40
你的方法太复杂; 还是听我的吧,nǐ de fāngfǎ tài fùzá; háishì tīng wǒ de ba,Your way is too complicated; let's do it my way,HSK 4,40
他笑得有点奇怪; 我怀疑他在做一些我们不知道的事,tā xiào dé yǒudiǎn qíguài; wǒ huáiyí tā zài zuò yīxiē wǒmen bù zhīdào de shì,His smile was kind of strange; I suspect he is doing something that we don't know,HSK 4,40
不管遇到多大的困难; 我都会坚持下去,bùguǎn yù dào duōdà de kùnnán; wǒ dūhuì jiānchí xiàqù,Regardless of the difficulties; I will definitely stay strong and move forward,HSK 4,40
这个问题刚才出现过了,zhège wèntí gāngcái chūxiànguòle,This problem has just emerged,HSK 4,40
这个是技术问题,Zhège shì jìshù wèntí,That's a skill/technology problem,HSK 4,41
结果和过程哪个重要？,jiéguǒ hé guòchéng nǎge zhòngyào?,Process or result; what's more important?,HSK 4,41
写汉字对我来说很困难,xiě hànzì duì wǒ lái shuō hěn kùnnán,Writing characters is quite tricky for me,HSK 4,41
你的房间太乱了,nǐ de fángjiān tài luànle,Your room is very untidy,HSK 4,41
你有任何问题; 都可以给我打电话,nǐ yǒu rènhé wèntí; dōu kěyǐ gěi wǒ dǎ diànhuà,If you have any questions; please give me a call,HSK 4,41
虽然这个问题解决了; 但是公司仍然有很多问题没有解决,suīrán zhège wèntí jiějuéle; dànshì gōngsī réngrán yǒu hěnduō wèntí méiyǒu jiějué,Even though this very problem has been solved; there are still a lot of other problems left to solve in the company,HSK 4,41
许多年后; 他才知道事情的真相。,xǔduō nián hòu; tā cái zhīdào shìqíng de zhēnxiàng.,It was only many years later that he discovered the truth.,HSK 4,41
他负责这件事情; 你打电话给他吧,tā fùzé zhè jiàn shìqíng; nǐ dǎ diànhuà gěi tā ba,He is responsible for this; you should call him,HSK 4,42
火对于人们十分重要,huǒ duìyú rénmen shí fèn zhòngyào,Fire is immensely important for mankind,HSK 4,42
要想了解这方面的情况; 我们必须做一些基础研究,yào xiǎng liǎojiě zhè fāngmiàn de qíngkuàng; wǒmen bìxū zuò yīxiē jīchǔ yánjiū,To understand this particular matter; we have to gain some basic knowledge first,HSK 4,42
这不过是你的想象而已,zhè bùguò shì nǐ de xiǎngxiàng éryǐ,But that's only your wish,HSK 4,42
在加油站不能吸烟,zài jiāyóu zhàn bùnéng xīyān,You're not allowed to smoke at the petrol station,HSK 4,42
她喝了杯咖啡接着工作了,tā hēle bēi kāfēi jiēzhe gōngzuòle,After having a cup of coffee she continues her work,HSK 4,42
我的妹妹是一个非常懂礼貌的好孩子。,Wǒ de mèimei shì yīgè fēicháng dǒng lǐmào de hǎo háizi.,My little sister is a very polite little kid,HSK 4,42
他是一个十分马虎的人,tā shì yīgè shífēn mǎhǔ de rén,He is a very negligent person,HSK 4,42
照顾小孩子需要很有耐心,zhàogù xiǎo háizi xūyào hěn yǒu nàixīn,Taking care of the kids requires a lot of patience,HSK 4,42
你不要骗我; 事情的真相我都知道,nǐ bùyào piàn wǒ; shìqíng de zhēnxiàng wǒ dū zhīdào,Don't fool me; I know the truth,HSK 4,42
剩下的工作; 交给我吧,shèng xià de gōngzuò; jiāo gěi wǒ ba,The remaining work you can leave for me,HSK 4,42
这件事说明他不是一个诚实的人,zhè jiàn shì shuōmíng tā bùshì yīgè chéngshí de rén,This case shows you that he isn't a trustworthy person,HSK 4,43
对不起; 我刚才的态度不太好,Duìbùqǐ; wǒ gāngcái de tàidù bù tài hǎo,I'm sorry; my attitude just now wasn't ok,HSK 4,43
请问; 进房间需要脱鞋吗,qǐngwèn; jìn fángjiān xūyào tuō xié ma,May I ask; do I need to take my shoes off before I enter the room?,HSK 4,43
我别无选择; 只有继续前进,Wǒ bié wú xuǎnzé; zhǐyǒu jìxù qiánjìn,I have no other choice but keep going on,HSK 4,43
你来了呀; 我正想去找你,Nǐ láile ya; wǒ zhèng xiǎng qù zhǎo nǐ,Great that you are here; I was just going to look for you,HSK 4,43
家长应该鼓励孩子做一个勇敢的人,jiāzhǎng yīnggāi gǔlì háizi zuò yīgè yǒnggǎn de rén,Parents should encourage their kids to become daring people,HSK 4,43
不要难过; 我支持你,bùyào nánguò; wǒ zhīchí nǐ,Don't worry; I will support you,HSK 4,43
这件事我不知道; 你直接问她吧,zhè jiàn shì wǒ bù zhīdào; nǐ zhíjiē wèn tā ba,I don't know about that; it's best you ask her directly,HSK 4,43
她是老板最重视的员工,Tā shì lǎobǎn zuì zhòngshì de yuángōng,Of all employees the boss values her the most,HSK 4,43
要学会尊重别人,yào xuéhuì zūnzhòng biérén,One should learn to respect others,HSK 4,43
工作能力很重要,gōngzuò nénglì hěn zhòngyào,Job skills are very important,HSK 4,43
今天刮台风; 很危险; 你不要出去,Jīntiān guā táifēng; hěn wéixiǎn; nǐ bùyào chūqù,There's a typhoon today; very dangerous; don't go out,HSK 4,43
看足球比赛是我们共同的爱好。,Kàn zúqiú bǐsài shì wǒmen gòngtóng de àihào.,Watching football is our shared hobby,HSK 4,44
